built_unique_ID	projectID	projectName	projectRecordedBy	projectCreationDate	projectOwner	projectEmailContact	projectInstitutionID	projectNotes	projectContinent	projectCountry	projectState	projectLocality	siteID	siteType	siteDescription	stationID	stationName	stationDecimalLongitude	stationDecimalLatitude	stationNotes	replicateID	replicateName	replicateCollectorName	replicateCollectionDate	replicateCollectionTime	replicateStorageID	replicateStorageDate	replicateStorageLocation	replicateStorageMethod	replicateMinEleInM	replicateMEleInM	replicateMinDepthInM	replicateMDepthInM	replicateFlowRateInMperS	replicateFilterType	replicateFiltDurationInS	replicateVolume	replicateProcessLocation	replicateRiparianVegPerCover	replicateDissO2InmgPerL	replicateWaterTempInC	replicatepH	replicateTSSInMgperL	replicateECInuSpercm	replicateTurbInNTU	replicateDischarge	replicateTide	replicateChlorophyl	replicateSalinityInppt	replicateContaminantsInngPerg	replicatesTraceMetalsInmgPerkg	replicatePercentOrganicContent	replicateMircoActivity	replicateGrainSize	replicateNotes	tractID	tractName	tractAnalystName	tractDate	tractTime	tractLocation	tractMethod	tractMethodCitation	tractNotes	tractTubePlateID	tractDNAStorageLocation	tractMethodOfStorage	tractQuantMethod	tractConcInngPerul	assayID	assayName	assayDescription	assayOwnership	assayCitation	assayDate	assayGeneTarget	assayGeneSymbol	assayPrimeR	assayPrimeF	assayProbe	assayAmpliconLenInBP	assayProbeFluorescentTag	assayDyes	assayQuencher	assayProbeMods	assayTonID	assayKingdom	assayPhylum	assayClass	assayOrder	assayFamily	assayGenus	assaySubgenus	assaySpecies	assayCommonName	assayOrganismScope	assayEstabMeans	resultRunID	resultReactID	resultRecordedBy	resultDate	resultTime	resultPlatform	resultMachineID	resultWellLoc	resultSampleType	resultStdCurveID	resultTemplateConcInCopy	resultUserProvThres	resultUserProvCq	resultUserCopyNum	resultUserProvLOD	resultUserProvLOQ	resultnVolInuL	resultFwdPrimeBatch	resultRevPrimeBatch	resultNTPConcInngPeruL	resultPrimeConcInngPeruL	resultProbeConcInngPeruL	resultMgConcInngPeruL	resultPolymeraseBatch	resultPolymeraseConcInngPeruL	resultthermocyclerProtocol	resultPCRNotes	Cycle1	Cycle2	Cycle3	Cycle4	Cycle5	Cycle6	Cycle7	Cycle8	Cycle9	Cycle10	Cycle11	Cycle12	Cycle13	Cycle14	Cycle15	Cycle16	Cycle17	Cycle18	Cycle19	Cycle20	Cycle21	Cycle22	Cycle23	Cycle24	Cycle25	Cycle26	Cycle27	Cycle28	Cycle29	Cycle30	Cycle31	Cycle32	Cycle33	Cycle34	Cycle35	Cycle36	Cycle37	Cycle38	Cycle39	Cycle40	Cycle41	Cycle42	Cycle43	Cycle44	Cycle45	Cycle46	Cycle47	Cycle48	Cycle49	Cycle50	Cycle51	Cycle52	Cycle53	Cycle54	Cycle55	Cycle56	Cycle57	Cycle58	Cycle59	Cycle60	Cycle61	Cycle62	Cycle63	Cycle64	Cycle65	Cycle66	Cycle67	Cycle68	Cycle69	Cycle70	mdmaprCqwUserThres	mdmaprThres	mdmaprCq	mdmaprPCREffEq	mdmaprPCREff	mdmaprRSqPCREff	userPCREffEq	userPCREff	userRSqPCREff	userStdCurveLineEq	userStdCurveEfficiency	userStdCurveRSq	userStdCurveLOD95	userStdCurveLOQ35	mdmaprStdCurveLineEq	mdmaprStdCurveEfficiency	mdmaprStdCurveRSq	mdmaprStdCurveLOD95	mdmaprStdCurveLOQ35	mdmaprCopyNum
Keji_A_29_CytochromeB_96B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	AN	96B	Tzitziki	2018-06-11	NA	EE-18-092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AN	EE-18-092	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	29	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	D04	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.346309	9.498102	9.490733	9.492207	9.490733	9.493681	9.480417	9.506944	9.512839	9.534945	9.559998	9.579156	9.583577	9.604209	9.639579	9.658737	9.645473	9.672	9.708843	9.707369	9.726528	9.722107	9.75895	9.763371	9.781055	9.772213	9.801687	9.806108	9.826741	9.834109	9.834109	9.840004	9.863583	9.879794	9.865057	9.872426	9.898953	9.896005	9.9019	9.907795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_3_CytochromeB_85A	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	B	Lower Peskowesk Br.	-65.188016	44.28381	NA	D	85A	Tzitziki	2018-06-11	NA	EE-18-086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7	16.2	4.3	NA	NA	0.0169	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	D	EE-18-086	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	3	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	A04	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.215148	9.380204	9.393468	9.421469	9.445048	9.450943	9.455364	9.499575	9.523155	9.551156	9.585051	9.604209	9.607157	9.630736	9.649895	9.674948	9.674948	9.685264	9.702948	9.728002	9.738318	9.720633	9.763371	9.75895	9.756002	9.754528	9.784003	9.791371	9.800214	9.812003	9.812003	9.813477	9.847373	9.853267	9.832635	9.844425	9.881268	9.859162	9.881268	9.884215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_30_CytochromeB_97B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	C	Lower Mersey R.	-65.178066	44.284523	NA	AO	97B	Tzitziki	2018-06-11	NA	EE-18-093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8	18.8	4.5	NA	NA	0.0175	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AO	EE-18-093	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	30	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	D05	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.865057	9.987376	9.996218	10.009481	10.003586	10.01685	10.012429	10.041903	10.046324	10.061061	10.084641	10.093483	10.087588	10.10822	10.14359	10.158327	10.153906	10.178959	10.217275	10.224644	10.242329	10.239381	10.283593	10.295382	10.301277	10.299803	10.323383	10.333699	10.351384	10.358752	10.360226	10.364647	10.394121	10.402964	10.392648	10.407385	10.420648	10.425069	10.432438	10.442754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_31_CytochromeB_99B	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	L	99B	Tzitziki	2018-06-11	NA	EE-18-094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	L	EE-18-094	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	31	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	A12	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.445048	9.577682	9.574735	9.585051	9.58063	9.586525	9.583577	9.59242	9.587998	9.601262	9.624841	9.641052	9.638105	9.664632	9.702948	9.720633	9.741265	9.753055	9.797266	9.809056	9.823793	9.831162	9.848846	9.870952	9.872426	9.870952	9.893058	9.912216	9.924006	9.931374	9.935796	9.944638	9.954954	9.97706	9.963796	9.97706	9.982954	10.000639	10.008008	10.018324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_32_CytochromeB_84C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	M	84C	Tzitziki	2018-06-11	NA	EE-18-095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	M	EE-18-095	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	32	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B01	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.19599	9.333046	9.344835	9.352204	9.341888	9.355151	9.35073	9.359572	9.358099	9.386099	9.406731	9.4141	9.415574	9.433258	9.459785	9.47747	9.518734	9.52905	9.549682	9.571788	9.585051	9.595367	9.601262	9.629263	9.626315	9.633684	9.641052	9.672	9.68379	9.694106	9.701475	9.714738	9.722107	9.738318	9.726528	9.739791	9.754528	9.754528	9.766318	9.772213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_33_CytochromeB_85C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	N	85C	Tzitziki	2018-06-11	NA	EE-18-096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	N	EE-18-096	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	33	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B02	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.137041	9.294729	9.319782	9.343362	9.337467	9.35073	9.343362	9.355151	9.35073	9.368415	9.369888	9.359572	9.353678	9.361046	9.378731	9.39052	9.419995	9.428837	9.442101	9.459785	9.480417	9.492207	9.495154	9.530524	9.534945	9.548208	9.562945	9.593893	9.614525	9.627789	9.648421	9.667579	9.677895	9.691159	9.691159	9.700001	9.719159	9.720633	9.733896	9.73537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_34_CytochromeB_86C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	O	86C	Tzitziki	2018-06-11	NA	EE-18-097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	O	EE-18-097	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	34	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B03	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.178305	9.309466	9.312414	9.315361	9.312414	9.306519	9.334519	9.36252	9.346309	9.358099	9.378731	9.381678	9.384626	9.400836	9.415574	9.434732	9.458311	9.480417	9.484838	9.509892	9.524629	9.531997	9.551156	9.571788	9.58063	9.586525	9.610104	9.621894	9.641052	9.652842	9.673474	9.677895	9.700001	9.701475	9.698527	9.713264	9.742739	9.726528	9.753055	9.751581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_35_CytochromeB_87C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	P	87C	Tzitziki	2018-06-11	NA	EE-18-099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	P	EE-18-099	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	35	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	B04	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.963143	9.126725	9.145884	9.162094	9.163568	9.178305	9.173884	9.178305	9.187148	9.204832	9.228412	9.238728	9.238728	9.260833	9.278518	9.28736	9.281465	9.297676	9.31094	9.318308	9.337467	9.330098	9.366941	9.361046	9.371362	9.372836	9.405258	9.408205	9.433258	9.447995	9.458311	9.471575	9.511365	9.527576	9.527576	9.552629	9.58063	9.576209	9.598314	9.607157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_36_CytochromeB_88C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	AA	88C	Tzitziki	2018-06-11	NA	EE-18-094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AA	EE-18-094	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	36	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	C03	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	8.703769	8.854088	8.883562	8.901247	8.91451	8.923352	8.933668	8.929247	8.927774	8.942511	8.955774	8.951353	8.945458	8.958722	8.970511	8.970511	8.963143	8.983775	8.997038	9.004407	9.023565	9.016197	9.054513	9.057461	9.070724	9.078093	9.107567	9.119357	9.14441	9.159147	9.169463	9.182726	9.222517	9.231359	9.229885	9.244623	9.275571	9.277044	9.278518	9.288834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_37_CytochromeB_89C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	AB	89C	Tzitziki	2018-06-11	NA	EE-18-095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AB	EE-18-095	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	37	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	C04	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.717686	9.876847	9.872426	9.884215	9.888637	9.909269	9.919585	9.934322	9.946112	9.982954	10.019797	10.033061	10.037482	10.058114	10.092009	10.092009	10.096431	10.114115	10.136221	10.145063	10.155379	10.148011	10.181906	10.18338	10.187801	10.189275	10.204012	10.224644	10.233486	10.240855	10.237907	10.239381	10.265908	10.280645	10.267382	10.271803	10.292435	10.301277	10.288014	10.302751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
Keji_A_38_CytochromeB_90C	Keji	Kejimkujik National Park eDNA	Abi Yogasekaram	2018-06-20	Tzitziki	tloezaqu@uoguelph.ca	University of Guelph	NA	North America	Canada	Nova Scotia	Annapolis	A	Lake	Kejimkujik National Park	D	Black Rattle	-65.171061	44.309693	NA	AC	90C	Tzitziki	2018-06-11	NA	EE-18-096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	20.8	4.51	NA	NA	0.01758	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	AC	EE-18-096	Tzitziki	NA	NA	NA	NA	NA	NA	NA	NA	NA	qPCR on mic	NA	A	Southern Pike	Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome	Precision Biomonitoring	https://precisionbiomonitoring.com	2018-06-11	Cytochrome B	CytB	NA	NA	NA	194	FAM	FAM	NA	NA	8038	animalia	chordata	Actinopterygii	Esociformes	Esocidae	Esox	NA	niger	Chain pickerel	NA	NA	A	38	Tzitziki Loeza-Quintana	NA	NA	MIC	M0000646	C05	unkn	1	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data	NA	9.254939	9.397889	9.417047	9.40231	9.405258	9.405258	9.408205	9.431785	9.443574	9.446522	9.449469	9.446522	9.427363	9.436206	9.464206	9.459785	9.464206	9.461259	9.484838	9.483365	9.484838	9.486312	9.501049	9.515786	9.511365	9.506944	9.520208	9.543787	9.552629	9.564419	9.579156	9.596841	9.605683	9.630736	9.630736	9.644	9.666105	9.680843	9.688211	9.701475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	Unable to compute	y = -3.39 x + 36.91	0.974237450121687	1	1.82	18.2	y = -3.26 x + 38.49	1.02457151519778	0.99	0.182	0.182	Unable to compute
